latitude,longitude,shock
51.1044216,17.0305933,0
51.1044216,17.0305933,0
51.1044216,17.0305933,0
51.1044216,17.0305950,0
51.1044216,17.0306000,0
51.1044233,17.0306066,0
51.1044233,17.0306066,0
51.1044233,17.0306066,0
51.1044250,17.0306116,0
51.1044233,17.0306100,0
51.1044233,17.0306100,0
51.1044233,17.0306100,0
51.1044233,17.0306100,0
51.1044233,17.0306100,0
51.1044233,17.0306100,0
51.1044233,17.0306100,0
51.1044233,17.0306100,0
51.1044233,17.0306116,0
51.1044266,17.0306166,0
51.1044283,17.0306183,0
51.1044250,17.0306383,0
51.1043916,17.0307133,0
51.1043716,17.0308450,2816
51.1044016,17.0310450,7638
51.1044316,17.0312700,5583
51.1044916,17.0315083,0
51.1045233,17.0316983,0
51.1045216,17.0318883,0
51.1045133,17.0320900,0
51.1045016,17.0322883,0
51.1044750,17.0325150,2163
51.1044566,17.0327400,926
51.1044466,17.0330033,1088
51.1044250,17.0332816,4011
51.1043900,17.0335133,0
51.1043516,17.0337533,1415
51.1043233,17.0340216,2089
51.1043000,17.0342833,899
51.1042666,17.0345149,0
51.1042683,17.0347033,6670
51.1043283,17.0348883,0
51.1044016,17.0350983,2500
51.1044616,17.0353500,1991
51.1044716,17.0355966,0
51.1044500,17.0358616,0
51.1044500,17.0361500,0
51.1044316,17.0363750,3550
51.1044666,17.0365799,0
51.1045600,17.0368266,2117
51.1046400,17.0370066,0
51.1047183,17.0371266,3691
51.1048233,17.0373066,10075
51.1049083,17.0374316,2900
51.1049766,17.0375633,1252
51.1050566,17.0376650,917
51.1051083,17.0377083,0
51.1051116,17.0377199,0
51.1051050,17.0377266,0
51.1051050,17.0377266,0
51.1051050,17.0377266,0
51.1051050,17.0377266,0
51.1051050,17.0377266,0
51.1051083,17.0377250,0
51.1051116,17.0377250,0
51.1051183,17.0377549,0
51.1051550,17.0378683,4700
51.1052016,17.0380583,0
51.1052350,17.0382666,0
51.1052650,17.0384716,0
51.1052950,17.0386933,0
51.1053483,17.0389733,0
51.1054350,17.0392750,0
51.1056133,17.0394633,3471
51.1057066,17.0396050,0
51.1057550,17.0397800,0
51.1058100,17.0399300,0
51.1058716,17.0400966,0
51.1060033,17.0402266,0
51.1061500,17.0403183,0
51.1063000,17.0404283,0
51.1064233,17.0405250,0
51.1065666,17.0405916,0
51.1067233,17.0406816,902
51.1069033,17.0407583,2245
51.1070766,17.0409000,0
51.1071216,17.0411166,0
51.1071183,17.0413083,0
51.1071216,17.0414083,0
51.1071383,17.0415283,0
51.1071233,17.0417300,0
51.1070983,17.0419316,0
51.1070600,17.0421633,0
51.1070050,17.0423599,0
51.1069616,17.0425583,0
51.1069300,17.0427250,0
51.1068883,17.0427950,1231
51.1068583,17.0429733,0
51.1069350,17.0433000,2375
51.1068583,17.0435383,0
51.1068433,17.0437333,0
51.1068433,17.0438966,0
51.1068466,17.0439733,0
51.1068466,17.0439950,0
51.1068450,17.0439983,0
51.1068566,17.0440199,5874
51.1068850,17.0441066,2306
51.1069283,17.0442733,0
51.1069750,17.0444750,3115
51.1070483,17.0447766,1488
51.1071200,17.0450233,0
51.1071666,17.0452583,0
51.1072200,17.0454683,0
51.1072800,17.0456933,0
51.1073516,17.0459833,0
51.1074250,17.0462833,0
51.1074400,17.0465283,2748
51.1073833,17.0467983,6245
51.1073666,17.0471150,4724
51.1073250,17.0474266,5922
51.1073116,17.0477833,1056
51.1073116,17.0481350,1079
51.1073116,17.0484866,0
51.1074816,17.0487133,3076
51.1076400,17.0488583,1075
51.1077916,17.0490816,0
51.1080166,17.0492616,4169
51.1081900,17.0494516,6132
51.1082683,17.0497483,2776
51.1083333,17.0500000,8617
51.1083900,17.0501983,6507
51.1084983,17.0503550,0
51.1086266,17.0504283,0
51.1087316,17.0505433,3460
51.1088333,17.0506916,0
51.1089350,17.0508450,0
51.1090266,17.0510266,3091
51.1090983,17.0512133,1892
51.1091583,17.0514116,906
51.1091950,17.0515966,1963
51.1092183,17.0517699,6450
51.1092566,17.0519383,0
51.1092750,17.0521216,931
51.1093233,17.0523016,0
51.1093700,17.0524366,0
51.1094200,17.0525783,5024
51.1094900,17.0528450,0
51.1095566,17.0530916,0
51.1096083,17.0533033,0
51.1095650,17.0534666,0
51.1094416,17.0535966,3219
51.1092866,17.0537150,1039
51.1091450,17.0539183,1967
51.1090133,17.0540400,0
51.1088583,17.0540683,0
51.1086866,17.0541733,5159
51.1085233,17.0543166,3362
51.1083650,17.0544650,3787
51.1081866,17.0546100,8728
51.1080100,17.0547550,3650
51.1078516,17.0549516,8403
51.1077016,17.0551500,1134
51.1075783,17.0553566,8650
51.1074400,17.0556816,2227
51.1073300,17.0558966,2236
51.1072283,17.0561466,2204
51.1071416,17.0564283,8100
51.1070716,17.0567316,4135
51.1070000,17.0570116,2187
51.1069366,17.0572516,926
51.1068950,17.0574950,1439
51.1068883,17.0577866,0
51.1069066,17.0580666,6393
51.1069166,17.0583683,0
51.1069283,17.0586750,4404
51.1069466,17.0589850,3621
51.1069466,17.0592783,3139
51.1069416,17.0595816,2358
51.1069466,17.0598450,2041
51.1069566,17.0601216,3815
51.1069683,17.0604283,7206
51.1069683,17.0607383,0
51.1069700,17.0610383,0
51.1069333,17.0613683,6938
51.1068866,17.0616766,7399
51.1068633,17.0619550,6152
51.1068516,17.0622250,3093
51.1068283,17.0624700,8906
51.1068033,17.0627166,5618
51.1067833,17.0629466,2984
51.1067433,17.0631683,7816
51.1067283,17.0634033,0
51.1067083,17.0636383,932
51.1067183,17.0640033,2343
51.1067433,17.0643933,0
51.1067566,17.0647000,6237
51.1067400,17.0649749,6448
51.1067350,17.0652533,5022
51.1067583,17.0655766,981
51.1067933,17.0658899,4107
51.1068366,17.0661733,3560
51.1068983,17.0664716,2487
51.1069800,17.0667933,3193
51.1070866,17.0670800,5721
51.1071733,17.0673400,0
51.1072383,17.0675216,4715
51.1073133,17.0677083,2194
51.1074066,17.0678783,0
51.1074883,17.0680500,1954
51.1075750,17.0682116,0
51.1076683,17.0683766,1129
51.1077633,17.0685283,0
51.1078616,17.0686516,0
51.1080283,17.0687766,0
51.1081116,17.0689033,0
51.1081083,17.0690516,0
51.1080683,17.0692116,0
51.1080283,17.0693983,0
51.1079866,17.0696050,0
51.1079300,17.0697900,0
51.1078683,17.0700600,2988
51.1078350,17.0702216,0
51.1078150,17.0703233,0
51.1078066,17.0705583,5158
51.1077716,17.0707716,0
51.1076866,17.0710400,2210
51.1075900,17.0713049,2967
51.1075183,17.0715416,8306
51.1074450,17.0717733,968
51.1073933,17.0720200,919
51.1073333,17.0722116,2357
51.1072783,17.0723766,1207
51.1072133,17.0725016,1989
51.1071283,17.0726383,3009
51.1069966,17.0728516,2497
51.1068566,17.0731450,1081
51.1067266,17.0734433,0
51.1066149,17.0737416,3017
51.1065133,17.0740499,1080
51.1064116,17.0743600,4014
51.1063033,17.0746566,0
51.1061983,17.0749649,3700
51.1060916,17.0752633,1449
51.1059816,17.0755400,0
51.1058733,17.0758233,0
51.1057616,17.0761233,0
51.1056683,17.0764416,0
51.1055750,17.0767350,7175
51.1054766,17.0770200,2074
51.1053783,17.0772916,4320
51.1052783,17.0775366,0
51.1051900,17.0777450,0
51.1051133,17.0779533,0
51.1050300,17.0781733,0
51.1049433,17.0783966,0
51.1048700,17.0786500,920
51.1047900,17.0788883,0
51.1046933,17.0791633,0
51.1046450,17.0794666,2258
51.1045916,17.0797233,2030
51.1045266,17.0799366,1259
51.1044700,17.0801300,0
51.1043933,17.0802416,3912
51.1043050,17.0802683,0
51.1041950,17.0802450,0
51.1040799,17.0802050,976
51.1039600,17.0803499,0
51.1038800,17.0805516,0
51.1037999,17.0807083,0
51.1037483,17.0808733,0
51.1037733,17.0809950,0
51.1037999,17.0810000,0
51.1037833,17.0809733,2079
51.1037816,17.0809466,0
51.1037766,17.0809450,0
51.1037749,17.0809466,0
51.1037749,17.0809466,0
51.1037749,17.0809466,0
51.1037749,17.0809450,0
51.1037766,17.0809450,0
51.1037816,17.0809416,0
51.1037816,17.0809416,0
51.1037833,17.0809400,0
51.1037850,17.0809400,0
51.1037850,17.0809400,0
51.1037883,17.0809333,0
51.1037883,17.0809283,0
51.1037883,17.0809283,0
51.1037900,17.0809283,0
51.1037900,17.0809300,0
51.1037900,17.0809300,0
51.1037900,17.0809283,0
51.1037883,17.0809283,0
51.1037900,17.0809266,0
51.1037916,17.0809266,0
51.1037916,17.0809266,0
51.1037916,17.0809266,0
51.1037916,17.0809266,0
51.1037916,17.0809266,0
51.1037916,17.0809250,0
51.1037916,17.0809250,0
51.1037916,17.0809250,0
51.1037900,17.0809250,0
51.1037900,17.0809250,0
51.1037900,17.0809250,0
51.1037883,17.0809250,0
51.1037850,17.0809233,0
51.1037850,17.0809233,0
51.1037866,17.0809250,0
51.1037883,17.0809216,0
51.1037950,17.0809150,0
51.1037950,17.0809133,0
51.1037999,17.0809066,0
51.1038016,17.0809050,0
51.1038016,17.0809050,0
51.1038016,17.0809050,0
51.1038016,17.0809050,0
51.1038016,17.0809050,0
51.1038016,17.0809066,0
51.1038016,17.0809066,0
51.1038016,17.0809066,0
51.1038016,17.0809066,0
51.1038016,17.0809066,0
51.1038016,17.0809066,0
51.1037999,17.0809066,0
51.1037983,17.0809066,0
51.1037950,17.0809083,0
51.1037933,17.0809100,0
51.1037916,17.0809150,0
51.1037883,17.0809183,0
51.1037833,17.0809200,0
51.1037816,17.0809216,0
51.1037816,17.0809216,0
51.1037816,17.0809216,0
51.1037816,17.0809166,0
51.1037816,17.0809150,0
51.1037833,17.0809133,0
51.1037833,17.0809116,0
51.1037833,17.0809133,0
51.1037833,17.0809100,0
51.1037833,17.0809033,0
51.1037850,17.0809016,0
51.1037833,17.0809016,0
51.1037850,17.0809050,0
51.1037850,17.0809066,0
51.1037866,17.0809050,0
51.1037866,17.0809050,0
51.1037866,17.0809050,0
51.1037866,17.0809050,0
51.1037866,17.0809050,0
51.1037866,17.0809050,0
51.1037866,17.0809050,0
51.1037883,17.0809050,0
51.1037900,17.0809050,0
51.1037883,17.0809050,0
51.1037866,17.0809016,0
51.1037883,17.0809000,0
51.1037883,17.0808966,0
51.1037883,17.0808933,0
51.1037900,17.0808950,0
51.1037883,17.0809000,0
51.1037883,17.0809033,0
51.1037866,17.0809050,0
51.1037850,17.0809033,0
51.1037816,17.0809033,0
51.1037783,17.0809016,0
51.1037783,17.0809050,0
51.1037783,17.0809083,0
51.1037800,17.0809116,0
51.1037800,17.0809133,0
51.1037766,17.0809250,0
51.1037766,17.0809266,0
51.1037766,17.0809283,0
51.1037766,17.0809283,0
51.1037783,17.0809316,0
51.1037766,17.0809366,0
51.1037783,17.0809349,0
51.1037783,17.0809300,0
51.1037816,17.0809266,0
51.1037850,17.0809250,0
51.1037850,17.0809250,0
51.1037883,17.0809200,0
51.1037900,17.0809150,0
51.1037916,17.0809083,0
51.1037950,17.0809050,0
51.1037966,17.0809016,0
51.1037999,17.0808966,0
51.1037999,17.0808950,0
51.1038016,17.0808899,0
51.1038033,17.0808816,0
51.1038066,17.0808783,0
51.1038083,17.0808750,0
51.1038100,17.0808766,0
51.1038116,17.0808766,0
51.1038133,17.0808766,0
51.1038150,17.0808783,0
51.1038166,17.0808833,0
51.1038166,17.0808966,0
51.1038116,17.0809000,0
51.1038083,17.0809016,0
51.1038066,17.0809033,0
51.1038033,17.0809033,0
51.1038016,17.0809050,0
51.1037983,17.0809050,0
51.1037933,17.0809000,0
51.1037900,17.0808983,0
51.1037883,17.0809016,0
51.1037900,17.0809033,0
51.1037950,17.0809033,0
51.1037966,17.0809066,0
51.1037983,17.0809100,0
51.1037983,17.0809133,0
51.1037983,17.0809150,0
51.1037983,17.0809150,0
51.1037983,17.0809133,0
51.1037983,17.0809116,0
51.1037999,17.0809100,0
51.1038033,17.0809116,0
51.1038033,17.0809150,0
51.1038083,17.0809166,0
51.1038233,17.0809250,0
51.1038266,17.0809266,0
51.1038250,17.0809266,0
51.1038266,17.0809250,0
51.1038300,17.0809200,0
51.1038333,17.0809200,0
51.1038366,17.0809216,0
51.1038400,17.0809183,0
51.1038433,17.0809166,0
51.1038449,17.0809166,0
51.1038449,17.0809166,0
51.1038533,17.0809083,0
51.1038533,17.0809116,0
51.1038516,17.0809133,0
51.1038516,17.0809166,0
51.1038533,17.0809166,0
51.1038550,17.0809133,0
51.1038550,17.0809116,0
51.1038533,17.0809100,0
51.1038516,17.0809100,0
51.1038483,17.0809116,0
51.1038483,17.0809133,0
51.1038433,17.0809150,0
51.1038433,17.0809166,0
51.1038416,17.0809200,0
51.1038416,17.0809183,0
51.1038400,17.0809150,0
51.1038400,17.0809150,0
51.1038383,17.0809166,0
51.1038350,17.0809183,0
51.1038316,17.0809183,0
51.1038316,17.0809200,0
51.1038316,17.0809233,0
51.1038316,17.0809266,0
51.1038316,17.0809349,0
51.1038333,17.0809400,0
51.1038316,17.0809400,0
51.1038316,17.0809416,0
51.1038300,17.0809466,0
51.1038283,17.0809483,0
51.1038266,17.0809516,0
51.1038233,17.0809533,0
51.1038233,17.0809550,0
51.1038250,17.0809566,0
51.1038250,17.0809583,0
51.1038266,17.0809633,0
51.1038266,17.0809666,0
51.1038250,17.0809700,0
51.1038233,17.0809700,0
51.1038200,17.0809716,0
51.1038166,17.0809716,0
51.1038133,17.0809700,0
51.1038100,17.0809716,0
51.1038033,17.0809733,3381
51.1037866,17.0809783,0
51.1037983,17.0809616,0
51.1037966,17.0809166,0
51.1037950,17.0808700,0
51.1038449,17.0808433,0
51.1039183,17.0808283,0
51.1040066,17.0809200,0
51.1041000,17.0810116,0
51.1041950,17.0810599,0
51.1042550,17.0809233,0
51.1042950,17.0807549,0
51.1043533,17.0806400,3949
51.1044450,17.0806183,0
51.1044983,17.0806716,6813
51.1045100,17.0807766,2194
51.1044900,17.0809050,0
51.1044583,17.0810900,0
51.1044250,17.0812766,1055
51.1043916,17.0814816,954
51.1043550,17.0817200,996
51.1043083,17.0820216,0
51.1042816,17.0822433,0
51.1042633,17.0824666,770
51.1042366,17.0827133,0
51.1041816,17.0829666,0
51.1041516,17.0832433,0
51.1041250,17.0835783,0
51.1041116,17.0838816,2996
51.1041166,17.0840666,0
51.1041283,17.0841666,0
51.1041333,17.0842066,0
51.1042116,17.0842916,0
51.1043216,17.0843516,0
51.1044149,17.0844400,1242
51.1044966,17.0846450,1106
51.1045400,17.0849133,5892
51.1045733,17.0852133,0
51.1046199,17.0855033,1317
51.1047183,17.0857366,0
51.1048733,17.0858816,3370
51.1050650,17.0859816,533
51.1052566,17.0860733,8505
51.1054533,17.0861583,1983
51.1056666,17.0862633,2102
51.1058616,17.0863566,6321
51.1060583,17.0864500,5373
51.1062266,17.0866016,2174
51.1062350,17.0868700,0
51.1061933,17.0871599,0
51.1061650,17.0874750,0
51.1061516,17.0877983,0
51.1061350,17.0881183,0
51.1061266,17.0884233,0
51.1061150,17.0887283,0
51.1061233,17.0890399,0
51.1061316,17.0893483,0
51.1061383,17.0896833,0
51.1061266,17.0900083,0
51.1061233,17.0903166,0
51.1061283,17.0906183,0
51.1061450,17.0909100,0
51.1061750,17.0912116,0
51.1062000,17.0915099,0
51.1062100,17.0917900,0
51.1062183,17.0920666,0
51.1062216,17.0923383,0
51.1062766,17.0925933,6289
51.1064416,17.0926849,510
51.1065950,17.0927016,0
51.1067433,17.0926900,0
51.1068816,17.0927433,1201
51.1070200,17.0928650,0
51.1071450,17.0930266,0
51.1072650,17.0932033,2231
51.1074066,17.0933716,0
51.1075966,17.0936150,0
51.1077300,17.0937883,0
51.1078700,17.0939816,0
51.1080183,17.0941883,0
51.1081350,17.0943400,1109
51.1082400,17.0944750,0
51.1083750,17.0944850,0
51.1085000,17.0944550,6523
51.1086233,17.0944266,0
51.1087533,17.0943783,3182
51.1088816,17.0943366,0
51.1090216,17.0942716,0
51.1091683,17.0942050,0
51.1092916,17.0941633,0
51.1094050,17.0941233,0
51.1095300,17.0941000,4223
51.1096550,17.0940483,1083
51.1097883,17.0940233,0
51.1099133,17.0940033,0
51.1100433,17.0939300,0
51.1101283,17.0938500,1081
51.1101833,17.0937100,0
51.1102583,17.0935766,1439
51.1103066,17.0934883,5444
51.1103266,17.0934133,0
51.1103083,17.0933283,0
51.1106633,17.0934316,0
51.1106633,17.0934316,0
51.1105916,17.0934400,0
51.1106100,17.0934200,0
51.1106666,17.0933750,0
51.1107250,17.0933550,0
51.1108050,17.0933216,0
51.1108850,17.0932666,0
51.1109350,17.0931616,5543
51.1110400,17.0930650,3399
51.1111650,17.0929733,0
51.1112350,17.0929000,0
51.1112933,17.0928549,0
51.1113533,17.0927900,0
51.1114066,17.0927250,4706
51.1114666,17.0926483,0
51.1115783,17.0925050,4443
51.1116983,17.0923433,7211
51.1118600,17.0920300,1139
51.1119683,17.0919916,0
51.1120883,17.0919900,499
51.1122083,17.0919766,1074
51.1123416,17.0920300,1028
51.1125266,17.0920200,1093
51.1126783,17.0920133,2051
51.1128050,17.0920250,5018
51.1129516,17.0920783,4555
51.1130950,17.0921016,0
51.1132200,17.0921000,0
51.1133266,17.0920749,0
51.1133616,17.0919416,0
51.1133783,17.0918100,0
51.1133833,17.0916150,0
51.1133700,17.0913699,0
51.1133433,17.0911333,0
51.1133133,17.0909133,12976
51.1132766,17.0907100,10279
51.1132466,17.0905083,0
51.1132066,17.0903099,0
51.1131650,17.0901133,128
51.1131366,17.0898933,0
51.1131116,17.0896700,0
51.1130766,17.0893816,0
51.1130416,17.0891333,0
51.1130116,17.0888783,0
51.1129650,17.0886216,0
51.1129050,17.0883983,1012
51.1128550,17.0881783,0
51.1128116,17.0879450,3065
51.1127583,17.0877550,0
51.1127050,17.0875783,0
51.1126783,17.0873183,0
51.1126516,17.0870700,0
51.1126266,17.0867849,0
51.1126533,17.0864366,0
51.1125983,17.0861783,1298
51.1125283,17.0859800,0
51.1124850,17.0858366,0
51.1124550,17.0857683,0
51.1124933,17.0856966,8649
51.1125350,17.0856099,1007
51.1126366,17.0855333,4303
51.1127233,17.0855050,1942
51.1128700,17.0853800,0
51.1130316,17.0853816,0
51.1131600,17.0853900,946
51.1132766,17.0853900,4811
51.1133900,17.0853716,0
51.1134816,17.0853366,0
51.1135783,17.0852733,0
51.1136649,17.0851983,0
51.1137733,17.0851666,0
51.1138216,17.0849816,0
51.1138950,17.0848116,0
51.1139800,17.0846383,0
51.1140516,17.0844350,921
51.1141183,17.0842483,918
51.1142000,17.0840149,973
51.1142300,17.0838416,5024
51.1142216,17.0836566,1960
51.1141900,17.0834666,392
51.1141683,17.0832766,2024
51.1141316,17.0830900,0
51.1140650,17.0829050,0
51.1139666,17.0827383,0
51.1139233,17.0825333,7011
51.1138650,17.0823366,3526
51.1138250,17.0821400,868
51.1138150,17.0819400,0
51.1137866,17.0817500,1088
51.1137616,17.0815566,0
51.1137616,17.0813450,0
51.1137816,17.0811100,0
51.1137983,17.0808866,0
51.1138250,17.0806633,0
51.1138566,17.0803900,0
51.1138766,17.0801833,0
51.1138900,17.0799100,0
51.1139166,17.0796583,0
51.1139416,17.0794500,5014
51.1139600,17.0792616,5952
51.1139633,17.0791400,0
51.1139683,17.0789850,0
51.1139866,17.0788066,5590
51.1139883,17.0786416,3370
51.1139933,17.0784633,3841
51.1140033,17.0783083,3035
51.1140350,17.0780833,0
51.1140600,17.0778549,463
51.1141050,17.0776083,1069
51.1141666,17.0772666,0
51.1141933,17.0770533,0
51.1142083,17.0768066,0
51.1142583,17.0766400,1511
51.1143983,17.0765199,0
51.1145466,17.0765050,0
51.1146833,17.0763683,0
51.1147633,17.0761766,956
51.1148633,17.0759483,2382
51.1149083,17.0757133,1029
51.1149616,17.0755583,0
51.1150000,17.0754150,458
51.1150166,17.0752466,0
51.1150366,17.0750716,0
51.1150816,17.0749033,0
51.1150583,17.0747466,1945
51.1151416,17.0743333,0
51.1151250,17.0741400,0
51.1150966,17.0739816,0
51.1150416,17.0738350,940
51.1150316,17.0735833,2134
51.1149900,17.0733816,0
51.1149383,17.0732400,1309
51.1149183,17.0730433,1033
51.1149083,17.0728766,0
51.1148983,17.0727083,1272
51.1148533,17.0725883,0
51.1147933,17.0724733,0
51.1147416,17.0723650,0
51.1147183,17.0721916,0
51.1146900,17.0720083,1316
51.1146499,17.0718283,3405
51.1145966,17.0716950,1838
51.1145733,17.0716083,0
51.1145200,17.0715633,1829
51.1145066,17.0714600,0
51.1144866,17.0713116,0
51.1144583,17.0711200,0
51.1144350,17.0708583,5782
51.1144100,17.0706016,0
51.1143933,17.0702683,0
51.1143533,17.0700366,0
51.1142566,17.0697916,0
51.1141366,17.0695483,0
51.1140466,17.0693100,0
51.1139716,17.0690699,0
51.1138900,17.0688450,0
51.1138250,17.0685866,0
51.1137466,17.0683533,0
51.1136816,17.0680950,0
51.1136366,17.0678283,0
51.1135983,17.0675883,0
51.1135116,17.0673483,0
51.1134333,17.0671116,0
51.1133666,17.0668933,0
51.1132933,17.0666900,0
51.1132150,17.0664933,0
51.1131316,17.0662916,0
51.1130583,17.0660850,0
51.1129849,17.0658799,0
51.1129183,17.0656466,0
51.1128350,17.0654266,0
51.1127683,17.0652166,0
51.1127150,17.0650116,0
51.1126583,17.0648350,0
51.1126333,17.0647083,3714
51.1125850,17.0645450,4178
51.1125533,17.0643733,0
51.1125100,17.0641700,1086
51.1124983,17.0639633,0
51.1124716,17.0638050,0
51.1124716,17.0636583,0
51.1124400,17.0635166,4249
51.1124066,17.0633600,964
51.1123550,17.0631933,0
51.1123166,17.0630300,0
51.1122766,17.0628616,0
51.1122016,17.0626983,0
51.1121083,17.0625133,0
51.1120483,17.0623500,0
51.1120283,17.0621916,0
51.1120000,17.0620433,0
51.1119583,17.0619583,0
51.1119466,17.0619216,0
51.1119166,17.0619250,0
51.1119150,17.0619433,2919
51.1119150,17.0619433,0
51.1118466,17.0619033,2228
51.1118950,17.0618900,0
51.1120016,17.0617783,0
51.1120150,17.0616750,0
51.1120416,17.0616066,0
51.1120600,17.0615600,0
51.1120483,17.0615050,0
51.1120400,17.0614500,4379
51.1120250,17.0613700,0
51.1120200,17.0612550,2213
51.1120200,17.0611199,4807
51.1120050,17.0609800,0
51.1119933,17.0608516,1001
51.1120383,17.0607750,0
51.1120916,17.0607350,0
51.1121083,17.0607366,0
51.1121383,17.0607116,0
51.1121283,17.0607083,0
51.1103066,17.0937950,0
51.1103066,17.0938000,0
51.1103133,17.0938150,0
51.1103216,17.0938383,0
51.1103250,17.0938516,0
51.1103283,17.0938600,1060
51.1103283,17.0938633,0
51.1103200,17.0938933,2000
51.1103000,17.0938950,0
51.1102500,17.0939049,0
51.1102083,17.0938666,968
51.1101133,17.0938633,0
51.1100183,17.0938900,0
51.1098683,17.0939566,0
51.1097750,17.0939416,0
51.1096133,17.0939716,0
51.1094700,17.0940150,0
51.1093750,17.0940600,0
51.1092150,17.0941233,0
51.1091150,17.0941866,924
51.1089333,17.0943150,1199
51.1088116,17.0944100,2382
51.1086483,17.0944616,3938
51.1085400,17.0945199,0
51.1082816,17.0951100,0
51.1082483,17.0952800,0
51.1081400,17.0956383,0
51.1080116,17.0962283,0
51.1079183,17.0966299,0
51.1077883,17.0972883,484
51.1076883,17.0977666,5368
51.1075666,17.0984983,0
51.1075133,17.0987483,3590
51.1073916,17.0993950,0
51.1073450,17.0997466,0
51.1074533,17.0999283,0
51.1078483,17.0994133,0
51.1080383,17.0993066,4214
51.1082133,17.0991183,0
51.1083966,17.0990266,10250
51.1085466,17.0988733,1883
51.1086466,17.0989266,2539
51.1087733,17.0988033,4495
51.1089450,17.0987133,0
51.1091200,17.0985200,0
51.1092200,17.0985666,0
51.1092533,17.0986483,0
51.1093066,17.0988550,2054
51.1093283,17.0990249,0
51.1093733,17.0991450,0
51.1094050,17.0992350,4975
51.1094833,17.0992733,3675
51.1095316,17.0992850,0
51.1095650,17.0994283,1122
51.1095900,17.0994749,0
51.1096266,17.0996016,949
51.1096583,17.0997466,2295
51.1097016,17.1000700,3749
51.1096533,17.1007216,3537
51.1096883,17.1010716,912
51.1097100,17.1012883,1060
51.1097383,17.1015133,0
51.1097800,17.1017100,0
51.1098133,17.1019149,920
51.1098450,17.1021133,0
51.1098533,17.1023283,0
51.1098283,17.1025300,1550
51.1098100,17.1027866,0
51.1098033,17.1030416,3124
51.1098000,17.1033100,0
51.1097783,17.1036983,0
51.1097583,17.1039000,0
51.1097400,17.1041266,0
51.1096933,17.1044000,1022
51.1096316,17.1046433,916
51.1095666,17.1048366,1759
51.1095050,17.1049983,0
51.1095033,17.1051800,3693
51.1094966,17.1053916,0
51.1094783,17.1055550,3034
51.1094566,17.1057183,0
51.1094050,17.1059050,2330
51.1093533,17.1060950,0
51.1093433,17.1062650,0
51.1093183,17.1064333,0
51.1092550,17.1066350,0
51.1091850,17.1068316,0
51.1091200,17.1070350,0
51.1090516,17.1071966,994
51.1089816,17.1073433,3016
51.1089033,17.1073466,0
51.1088266,17.1072800,0
51.1087516,17.1072216,0
51.1086766,17.1071916,0
51.1086200,17.1071400,0
51.1085316,17.1070850,927
51.1084400,17.1070366,0
51.1083500,17.1069650,953
51.1082433,17.1069033,0
51.1081383,17.1068550,0
51.1080316,17.1068483,6657
51.1079233,17.1068433,2473
51.1078016,17.1067500,3062
51.1077033,17.1066250,6811
51.1076000,17.1064950,3362
51.1075050,17.1063616,3892
51.1074116,17.1062233,4208
51.1073333,17.1060883,8594
51.1072366,17.1059800,6676
51.1071316,17.1058616,0
51.1070316,17.1057266,0
51.1069066,17.1056016,2197
51.1068200,17.1054650,1721
51.1067566,17.1053150,0
51.1067250,17.1051233,0
51.1067000,17.1049466,3981
51.1066316,17.1047966,0
51.1065866,17.1046383,0
51.1065366,17.1045433,3019
51.1065066,17.1044783,0
51.1064783,17.1044483,0
51.1064666,17.1044400,0
51.1064700,17.1044333,0
51.1064783,17.1044216,0
51.1064866,17.1044099,0
51.1064883,17.1044000,0
51.1064950,17.1043900,0
51.1064816,17.1043933,0
51.1064700,17.1043800,0
51.1064633,17.1043816,0
51.1064533,17.1043800,0
51.1064500,17.1043783,0
51.1064516,17.1043750,0
51.1064566,17.1043700,0
51.1064616,17.1043666,0
51.1064683,17.1043633,0
51.1064683,17.1043616,0
51.1064683,17.1043600,0
51.1064683,17.1043566,0
51.1064650,17.1043550,0
51.1064600,17.1043533,0
51.1064566,17.1043533,0
51.1064550,17.1043500,0
51.1064500,17.1043483,67
51.1064466,17.1043483,0
51.1064466,17.1043466,0
51.1064433,17.1043466,0
51.1064433,17.1043449,0
51.1064433,17.1043400,1199
51.1064533,17.1043183,0
51.1064716,17.1043100,2889
51.1064850,17.1043116,5269
51.1064550,17.1042899,0
51.1064083,17.1042066,4713
51.1063900,17.1040783,0
51.1063550,17.1039300,0
51.1063300,17.1037666,0
51.1063133,17.1035766,0
51.1062950,17.1033833,0
51.1062750,17.1031816,0
51.1062833,17.1029500,0
51.1062733,17.1027316,0
51.1062783,17.1024799,0
51.1062866,17.1022100,0
51.1062800,17.1019583,0
51.1062766,17.1017150,0
51.1062533,17.1015183,0
51.1062300,17.1013166,0
51.1062316,17.1010750,1099
51.1062250,17.1008349,0
51.1062300,17.1006166,0
51.1062216,17.1003833,0
51.1062233,17.1001383,0
51.1062066,17.0999200,0
51.1061850,17.0995933,0
51.1061733,17.0993683,0
51.1061666,17.0991316,0
51.1061683,17.0989033,0
51.1061433,17.0986833,0
51.1061366,17.0984449,0
51.1061333,17.0981766,0
51.1061233,17.0979033,0
51.1061450,17.0976050,0
51.1061600,17.0973099,0
51.1061483,17.0970383,0
51.1061483,17.0967800,0
51.1061500,17.0965100,0
51.1061366,17.0962566,0
51.1061033,17.0960483,0
51.1060816,17.0958316,1028
51.1060500,17.0956200,0
51.1060316,17.0954016,0
